Features,gender-value,gender_beta,gender_q-value,r2,f-test_pval,f-test_q-value
165.15_98.0774m/z,0.4418938374408571,-29.085073009677817,1.0,0.0010288165612677425,0.44189383744076116,1.0
56.07_98.0961m/z,0.08947636448258585,8985.613915848855,1.0,0.005007034469914129,0.08947636448260013,1.0
81.08_98.0961m/z,0.11560694265071365,6787.135413642271,1.0,0.004300297387113572,0.11560694265073615,1.0
111.93_98.096m/z,0.3019036057309544,288.54283814250766,1.0,0.0018533998588956546,0.3019036057310212,1.0
89.52_99.0628m/z,0.34434054265551595,-321.60322230215814,1.0,0.0015552797682532038,0.34434054265537284,1.0
56.09_99.0993m/z,0.0873617049310275,615.5636203047712,1.0,0.005073814679968924,0.08736170493103695,1.0
36.43_100.0754m/z,0.9137599878537292,-63.0872256712704,1.0,2.041452964196555e-05,0.9137599878538032,1.0
82.89_100.0754m/z,0.049610683837626054,24999.276131951636,1.0,0.006686968078120303,0.0496106838376398,1.0
136.72_100.0755m/z,0.004910647118028623,45083.795561382045,0.19543613013153932,0.013677650518983397,0.004910647118029441,0.19543613013156894
129.27_100.0755m/z,0.38944900661139215,26690.910452407225,1.0,0.0012883970004960998,0.38944900661126525,1.0
47.51_100.0754m/z,0.8209037995243195,-420.36911604773104,1.0,8.920245633348145e-05,0.820903799524135,1.0
58.25_100.0754m/z,0.6305555948967614,237.69714886073598,1.0,0.0004025438325521158,0.6305555948967669,1.0
172.93_100.0754m/z,0.9305374604798713,-812.8133999677408,1.0,1.322597023434291e-05,0.9305374604792744,1.0
220.84_100.0754m/z,0.1039694060311746,5291.53258984772,1.0,0.004590947460391681,0.10396940603119031,1.0
285.78_100.0754m/z,0.2296396287136939,2751.4817569296997,1.0,0.002508756022620795,0.22963962871372282,1.0
145.39_100.0754m/z,1.1929997866799802e-05,6547.584197814888,0.0014444560250783628,0.032824960086969,1.192999786680182e-05,0.001444456025078607
91.06_100.1117m/z,0.5055607071668239,-4302.389600434538,1.0,0.0007712326782532974,0.5055607071666304,1.0
113.53_100.1117m/z,0.487413134969354,-953.409403783063,1.0,0.0008390413594658863,0.48741313496925376,1.0
136.72_101.0785m/z,0.0035197012135288128,2756.8836435255457,0.14846872437864314,0.014714575477550063,0.0035197012135297274,0.14846872437868172
129.25_101.0785m/z,0.3567886426948772,1749.6438528052101,1.0,0.001477001556626889,0.3567886426947595,1.0
83.1_101.0785m/z,0.046331318602120926,1434.1688662088277,1.0,0.006885678007208851,0.046331318602131,1.0
151.72_102.0368m/z,0.6044910143911246,678.5492409782114,1.0,0.00046686273548546264,0.6044910143907536,1.0
125.41_102.0461m/z,5.519914299358966e-12,2529.1948509279105,3.204410788327773e-09,0.07934322442824981,5.519914299360024e-12,3.2044107883283868e-09
319.27_102.0461m/z,0.12352763462964608,-812.3970316730579,1.0,0.00412031643573918,0.12352763462967688,1.0
41.88_102.0547m/z,0.009709920343860423,1343.5013229861133,0.3378054221809582,0.011572803048563562,0.009709920343862527,0.3378054221810314
53.32_102.0547m/z,0.16058281741687466,936.9572648924183,1.0,0.003420989588520107,0.1605828174169221,1.0
79.01_102.0546m/z,0.24494542800388516,202.31660645326863,1.0,0.002350416822772483,0.24494542800392863,1.0
49.85_102.091m/z,0.32940767584901864,2271.1038143729797,1.0,0.0016543733411806816,0.32940767584891506,1.0
87.61_103.0538m/z,0.4274476771464758,266.5918931877244,1.0,0.001095566440934892,0.4274476771463498,1.0
125.43_103.054m/z,6.721506034608454e-12,37544.228754151765,3.839691409854037e-09,0.07872436295683316,6.721506034609523e-12,3.839691409854648e-09
319.26_103.054m/z,0.11680387336541245,-14829.470302491674,1.0,0.004272241899863194,0.11680387336542963,1.0
266.2_103.0538m/z,6.794666864529217e-05,1794.5874551314205,0.006020785115482729,0.027241137674312466,6.794666864530487e-05,0.006020785115483854
163.11_104.0491m/z,0.008515262215097005,2100.7333322028094,0.3041250381636712,0.011976033250386653,0.008515262215099035,0.30412503816374364
125.42_104.057m/z,2.7401713333885513e-11,3409.6482410356302,1.3881277498851171e-08,0.07429946337579552,2.740171333388876e-11,1.3881277498852816e-08
319.25_104.0573m/z,0.12684880445145624,-1227.0438978668963,1.0,0.004048613509422427,0.12684880445147811,1.0
348.14_104.1066m/z,0.32499224927179204,-2433.369862484567,1.0,0.0016848262727058305,0.3249922492716951,1.0
54.39_105.0001m/z,2.0486351572029104e-10,1255.9948429825045,8.560893152977379e-08,0.06793800564204433,2.0486351572032387e-10,8.560893152978751e-08
215.86_105.0335m/z,0.06091762095414962,131552.03137015863,1.0,0.0060948775404646716,0.06091762095416291,1.0
264.41_105.0332m/z,2.7948582151023467e-05,10123.345302154477,0.002942708119494977,0.030090531046942703,2.7948582151029538e-05,0.002942708119495616
333.66_105.0696m/z,0.4665542541478428,2974.6689966955287,1.0,0.0009223331366969845,0.46655425414772544,1.0
114.65_105.0695m/z,0.39767002025273035,1417.5210200664096,1.0,0.0012444122636575683,0.3976700202526203,1.0
215.73_105.113m/z,0.0712986712766337,4901.5198471550275,1.0,0.005646078657337794,0.07129867127664967,1.0
215.73_105.1968m/z,0.07353604601156565,1883.1725242898679,1.0,0.005558505367499467,0.07353604601158223,1.0
215.69_105.2195m/z,0.15979588760911662,240.5331909603979,1.0,0.003433873760073869,0.159795887609157,1.0
215.67_106.0365m/z,0.056739145917691955,11920.371400330776,1.0,0.0062990017659010356,0.056739145917701045,1.0
43.33_107.0158m/z,0.20598445396819928,3164.9264721332906,1.0,0.0027801593661275215,0.20598445396823692,1.0
215.7_107.0387m/z,0.11818648840139595,605.8012436479665,1.0,0.004240225758618932,0.11818648840141782,1.0
234.19_107.0488m/z,0.16760747541427923,-7084.477512601669,1.0,0.0033090683785387265,0.16760747541431434,1.0
147.04_107.0488m/z,0.0010220769704370005,2051.622760969136,0.05640639514578117,0.018601356504093558,0.0010220769704371731,0.0564063951457907
176.44_107.0488m/z,0.041970127669021744,3628.6492497405306,1.0,0.007174150261291534,0.0419701276690341,1.0
259.33_107.0488m/z,0.01148805589265687,5715.8521351562085,0.3866404737246114,0.011057999253831774,0.011488055892659593,0.38664047372470306
257.7_107.0852m/z,0.0050003141656305115,1621.3410134393805,0.1976492777613415,0.013621457942712412,0.0050003141656316955,0.1976492777613883
333.76_107.0852m/z,0.5751407917381253,8167.7084060431125,1.0,0.0005466847204256275,0.5751407917379505,1.0
177.59_108.0202m/z,0.31797311972913794,569.2147669968604,1.0,0.001734377331988668,0.31797311972897135,1.0
333.58_108.0882m/z,0.56059488720478,733.3198044554953,1.0,0.0005893390940433507,0.5605948872045707,1.0
204.92_109.028m/z,0.5528687342657488,3800.9112296826,1.0,0.0006128718247568887,0.5528687342657322,1.0
47.52_109.0312m/z,0.004987381614872859,1944.924887850161,0.19728330944525607,0.013629499052361549,0.004987381614873803,0.19728330944529338
394.96_109.0445m/z,0.0015944436283157847,-3579.5742710271606,0.07887455543956405,0.017197893565046196,0.0015944436283159198,0.07887455543957074
387.46_109.0445m/z,0.0011761338496728455,-4563.182740973415,0.06302989892931413,0.01815766563489285,0.0011761338496729921,0.06302989892932198
75.41_109.0505m/z,0.2583049236169886,125.32887103849767,1.0,0.0022217553049067584,0.2583049236170747,1.0
137.78_109.0516m/z,0.009345216132909548,-1645.2063861974527,0.3270243116392726,0.011690270257004642,0.00934521613291144,0.3270243116393388
117.13_109.0519m/z,0.09014733819057234,-4307.423333559027,1.0,0.004986201484161623,0.09014733819058514,1.0
154.94_109.0518m/z,0.03897844501686665,-2310.131594874067,1.0,0.007390834080859721,0.03897844501687419,1.0
264.39_109.0644m/z,0.012857037449786092,-10655.761920352237,0.42329635693938567,0.010714455628342612,0.012857037449789003,0.4232963569394815
84.1_109.0644m/z,9.233201636495357e-13,1394.1163611451766,6.275998216329007e-10,0.084947187573855,9.23320163649618e-13,6.275998216329565e-10
275.28_109.0645m/z,0.07073153721409386,462.81875903715087,1.0,0.005668743996250836,0.0707315372141036,1.0
44.85_109.0757m/z,0.00042980474430393234,2317.82966418245,0.02740717352402482,0.0213491907059441,0.0004298047443040037,0.027407173524029237
60.35_109.0758m/z,0.03458472443619603,3074.2225547323674,0.9318255275568267,0.007742814156254552,0.034584724436204126,0.9318255275570448
174.51_109.1007m/z,0.5062959896674196,-1486.8319600550574,1.0,0.0007685722656474159,0.5062959896672357,1.0
122.16_110.0345m/z,0.02996924913999813,4441.648500098972,0.8357894530546469,0.008166731913926695,0.0299692491400042,0.8357894530548253
80.1_110.0345m/z,0.20905189242717015,-1331.8992469750262,1.0,0.002742931233549961,0.2090518924272295,1.0
73.16_110.0344m/z,0.01100245572322955,2212.8271042779083,0.3733391150779904,0.01119003263443974,0.011002455723231714,0.3733391150780638
143.43_110.0345m/z,0.00017226218640855402,499.8299197161265,0.012901766380826591,0.02426429324612478,0.00017226218640857717,0.012901766380829339
42.71_110.0599m/z,0.2333222287169648,51360.79303734028,1.0,0.002469517491282547,0.23332222871703517,1.0
95.36_110.0598m/z,0.025165530809340173,6193.041395784243,0.7282872711219373,0.00868694732091535,0.025165530809344357,0.7282872711220584
101.97_110.0597m/z,0.011478635577371762,2301.7343093849754,0.3864856549257241,0.011060505884518235,0.011478635577374795,0.3864856549258332
72.95_110.0598m/z,0.2419639618971986,5481.122280715094,1.0,0.0023803034789742217,0.24196396189726074,1.0
188.06_110.0598m/z,0.03418028361321696,2134.109232038892,0.9230177795857025,0.007777532663239106,0.034180283613224116,0.9230177795858913
54.15_110.0598m/z,0.09209628408681905,-8799.870740719383,1.0,0.004926627788054083,0.09209628408684119,1.0
117.14_110.0598m/z,0.07456732809127778,-57024.21214655924,1.0,0.005519095170132715,0.07456732809129511,1.0
137.27_110.0598m/z,0.18558810509699591,-10809.25068399865,1.0,0.0030454782933710955,0.18558810509702925,1.0
154.91_110.0598m/z,0.048190201334746885,-29546.40774044641,1.0,0.0067712910788391145,0.04819020133475587,1.0
55.86_110.0706m/z,0.0006567240631799757,8047.991685144255,0.03903124061878707,0.020002420896938822,0.0006567240631800629,0.039031240618792255
41.13_110.0706m/z,0.002881449436415468,3294.71208535988,0.12584618450344667,0.015339859862557925,0.0028814494364158474,0.12584618450346324
189.28_110.9895m/z,0.7743386765450142,241.1361324093894,1.0,0.000143069616244329,0.774338676544891,1.0
66.92_111.0073m/z,0.4964036666032292,-2312.5903942603018,1.0,0.0008049262258903456,0.4964036666031387,1.0
79.57_111.0073m/z,0.0013627504399884927,3332.137782245321,0.0700257265251906,0.017692818545229305,0.001362750439988757,0.07002572652520417
151.22_111.0437m/z,0.05940647628644133,1147.7598899327422,1.0,0.006166936433618098,0.05940647628645233,1.0
166.97_111.0438m/z,0.037326248392400896,5820.026444894913,0.9856613970790861,0.007518088698892256,0.037326248392403664,0.9856613970791591
176.29_111.0437m/z,0.00025707027772646474,2402.919678256241,0.017892602724230506,0.022986371118714266,0.0002570702777265319,0.01789260272423518
37.03_111.0552m/z,4.012060534950303e-06,13819.064957249857,0.0005791380775632183,0.036328077319966234,4.012060534951036e-06,0.0005791380775633242
42.74_111.0627m/z,0.2832241494998626,3283.23160570937,1.0,0.0020024364123971683,0.2832241494999124,1.0
117.14_111.0626m/z,0.0406334888141867,-4181.726879197181,1.0,0.007268894253106617,0.040633488814194346,1.0
154.92_111.0627m/z,0.04700568948079713,-1989.9482316398098,1.0,0.006843631410871076,0.04700568948081201,1.0
103.44_111.0912m/z,0.15405615423466595,683.0846362891687,1.0,0.003530082388104594,0.15405615423470273,1.0
193.88_112.0211m/z,0.033549599332142035,-1299.0113158242677,0.9112514901953581,0.007832536254163802,0.03354959933214831,0.9112514901955284
126.96_112.0212m/z,0.0347609434255655,-3633.7050948686856,0.9356345224136104,0.007727819121091994,0.034760943425573794,0.9356345224138336
73.63_112.0391m/z,0.0350532848827929,7241.892588987876,0.9416153100113047,0.0077031168181397325,0.03505328488280174,0.9416153100115422
119.39_112.039m/z,0.009012140107130232,1100.095547002755,0.3187966478975596,0.011801714621769488,0.009012140107132681,0.3187966478976463
164.19_112.0493m/z,0.42837033651697076,453.0948039397078,1.0,0.001091201369450845,0.4283703365168503,1.0
38.05_112.0501m/z,0.8170720037564403,100.55699860364099,1.0,9.312964309371452e-05,0.8170720037564855,1.0
88.03_112.0502m/z,1.6816976509527953e-05,14732.936683665712,0.0019234012938155226,0.03172183284168684,1.6816976509530595e-05,0.001923401293815825
131.19_112.0502m/z,3.7126286095198425e-06,16129.857978328004,0.0005417404588508025,0.03657746967568576,3.7126286095207022e-06,0.0005417404588509279
51.79_112.0501m/z,8.30856229921301e-09,5317.155260165116,2.556748631984655e-06,0.05615352755419212,8.308562299214476e-09,2.5567486319851064e-06
161.22_112.0753m/z,0.04064045413259199,10395.60643137211,1.0,0.007268392119829659,0.04064045413260281,1.0
89.01_112.0864m/z,0.13111534268727407,2192.208343134992,1.0,0.003959499097351049,0.13111534268730451,1.0
82.69_113.0231m/z,0.0012607663112703383,979.7575777144926,0.06624319679892261,0.017938262818833928,0.001260766311270522,0.06624319679893226
90.47_113.0231m/z,0.015545858067060382,1636.610713061504,0.4946847242976278,0.01013716567302303,0.015545858067064412,0.494684724297756
84.77_113.0342m/z,0.583583663214054,-143.23769920064117,1.0,0.0005228861830526288,0.5835836632139325,1.0
118.81_113.0342m/z,0.6123803581714593,104.12552279220029,1.0,0.0004467636768876737,0.61238035817147,1.0
58.27_113.0342m/z,0.9497656518241974,102.03570790816673,1.0,6.908824502604993e-06,0.9497656518246309,1.0
51.62_113.0564m/z,0.003796965690120372,249.12297754370184,0.1579714794140698,0.014478044609894547,0.0037969656901217334,0.1579714794141041
136.45_113.0594m/z,0.4103426845296245,2240.425446011446,1.0,0.001179125537171477,0.4103426845295659,1.0
81.86_113.0705m/z,0.009879620529492377,1020.8511750136585,0.34182681612944876,0.01151967244255192,0.009879620529493986,0.3418268161295044
38.22_113.0705m/z,0.0013145794941294695,1603.352158369825,0.06818437339145464,0.017806354615470088,0.0013145794941297828,0.06818437339146723
39.79_113.0817m/z,0.1671298123901437,11014.08530801699,1.0,0.003316507852086814,0.1671298123901475,1.0
135.61_114.0004m/z,0.20914115106840175,7177.1650334557335,1.0,0.002741857609481091,0.20914115106847553,1.0
288.89_114.0368m/z,0.7773137403548415,-512.3589133136047,1.0,0.00013922080317962937,0.7773137403548241,1.0
545.48_114.0369m/z,0.32721955118623847,-5621.797991816645,1.0,0.0016693967300238644,0.3272195511860789,1.0
76.0_114.0551m/z,6.768363233092991e-09,23426.304664956424,2.106939868483915e-06,0.05680838938662669,6.768363233094371e-09,2.1069398684843443e-06
65.1_114.0554m/z,8.122218243138606e-07,14632.330548724853,0.00014860182123188303,0.0414632396128517,8.122218243139736e-07,0.00014860182123190368
92.63_114.0655m/z,0.1493523752303435,-2748.4214202350263,1.0,0.0036120016005549704,0.1493523752303835,1.0
142.3_114.0909m/z,0.7626319372419087,-1158.289935209121,1.0,0.000158768789503827,0.7626319372418515,1.0
122.9_114.091m/z,0.06184424126700363,2465.9283939667926,1.0,0.006051623903540082,0.06184424126701883,1.0
42.49_114.091m/z,0.8763636432337387,-560.4870573348559,1.0,4.2131930119149175e-05,0.8763636432338627,1.0
56.88_114.091m/z,0.14588212501483316,12240.867180199646,1.0,0.0036743261888687595,0.14588212501486184,1.0
412.76_114.1273m/z,0.24349196408437743,-2733.2694832584516,1.0,0.0023649309347334446,0.24349196408445378,1.0
51.53_114.146m/z,0.2629082552797512,7.750838064350748,1.0,0.002179305827768485,0.262908255279807,1.0
51.51_114.2329m/z,0.4521008254743657,0.13438992264070593,1.0,0.0009836400029230585,0.4521008254742499,1.0
51.48_114.258m/z,0.9314212491974057,-0.018019023584409113,1.0,1.2890732210002476e-05,0.9314212491980874,1.0
77.68_115.0389m/z,0.04470599040849581,1652.405662850101,1.0,0.0069897179508859875,0.044705990408505196,1.0
58.43_115.0496m/z,0.00154255595618657,7666.729170592038,0.07705308753197579,0.01730211307632601,0.0015425559561868005,0.0770530875319873
315.76_115.0539m/z,0.12096680343323621,7656.53930569732,1.0,0.004177077054387968,0.12096680343326578,1.0
364.59_115.0538m/z,0.42437621162654793,1398.0036720938765,1.0,0.001110200133639383,0.42437621162635075,1.0
147.39_115.0537m/z,0.4946137150513328,815.257426795868,1.0,0.0008116355270376685,0.49461371505117224,1.0
379.98_115.0538m/z,0.10927711265658024,6990.254521291301,1.0,0.004454180796339302,0.10927711265658414,1.0
433.99_115.0538m/z,0.5958179425128143,1341.2445705390637,1.0,0.0004896095630045894,0.5958179425126853,1.0
51.51_115.0652m/z,0.1473255050206703,-115.38917397920184,1.0,0.0036482028563442626,0.14732550502069655,1.0
60.67_115.0747m/z,0.00017245634452894563,1509.729756371611,0.012906689250495682,0.02426069439520573,0.0001724563445289581,0.012906689250496615
202.04_115.0748m/z,0.049446980532867855,1682.9344954401977,1.0,0.006696555361299539,0.049446980532878534,1.0
81.87_115.0861m/z,0.010642459353072245,1887.1508118078418,0.36330456962038254,0.011291821291343096,0.010642459353074113,0.3633045696204463
42.49_115.0941m/z,0.9408800197714012,-19.852743266113542,1.0,9.573971161302985e-06,0.9408800197709314,1.0
56.92_115.094m/z,0.1560051394381152,809.3426843782124,1.0,0.003496964578210582,0.15600513943815686,1.0
186.06_116.0492m/z,1.993172115511651e-09,2190.240263197762,6.81714816697489e-07,0.06070781100533873,1.9931721155120373e-09,6.817148166976211e-07
315.77_116.0571m/z,0.25275583180045536,621.2832364904988,1.0,0.002274183315519762,0.25275583180051464,1.0
86.27_116.0702m/z,0.9873461777995061,28.600742808714873,1.0,4.3783396908025907e-07,0.9873461778008434,1.0
38.03_116.0704m/z,0.7762112861239223,762.9327595121812,1.0,0.0001406404242461079,0.7762112861237109,1.0
63.43_116.0702m/z,0.14972631264423697,5169.924559429166,1.0,0.0036053833448870254,0.14972631264427305,1.0
52.43_116.0699m/z,0.6012791286678318,-444.94001978089807,1.0,0.0004752062416952807,0.6012791286677523,1.0
139.59_116.0702m/z,1.0508375639123345e-06,1751.4557096920248,0.0001843084244645308,0.04063536518509603,1.0508375639124607e-06,0.00018430842446456367
80.77_116.1066m/z,0.10164174304882213,27831.16052301082,1.0,0.004653352582086878,0.10164174304884528,1.0
39.11_116.1067m/z,0.19317151449229064,34940.144082591636,1.0,0.0029430255614395495,0.19317151449230544,1.0
38.92_116.1902m/z,0.19920306622918058,1070.179130920907,1.0,0.002864829516502243,0.1992030662292266,1.0
86.15_117.0178m/z,0.015688671261712136,450.68065914449994,0.49794826741947756,0.010109439668960052,0.015688671261715796,0.49794826741960124
84.18_117.0567m/z,2.6125034015330894e-07,1856.2053711021724,5.6566950488820964e-05,0.04510721611810009,2.6125034015337316e-07,5.656695048883487e-05
