Features,gender-value,gender_beta,gender_q-value,r2,f-test_pval,f-test_q-value
95.33_197.9845m/z,0.44492181464814595,55.747426473372705,1.0,0.0010152472504884047,0.4449218146480036,1.0
79.98_198.0084m/z,0.40792058883334636,140.59898910287967,1.0,0.001191374559785574,0.40792058883326665,1.0
61.02_198.0372m/z,0.29894518533111214,-4283.43727121565,1.0,0.0018762065571673592,0.29894518533118397,1.0
71.92_198.0372m/z,0.4452516224815334,-1218.169677142214,1.0,0.0010137778856247337,0.4452516224814048,1.0
48.63_198.0429m/z,0.04776968434479086,1130.5837056542393,1.0,0.0067967565253120865,0.047769684344800396,1.0
189.51_198.0557m/z,0.48960177403602767,921.9954975114093,1.0,0.0008306402304519844,0.4896017740359877,1.0
175.04_198.0581m/z,0.04563822918957441,-27020.798872929474,1.0,0.006929567367068734,0.045638229189585836,1.0
246.58_198.0581m/z,0.023457051849097795,-13963.278589377082,0.6881154000672671,0.008897226312838846,0.02345705184910062,0.68811540006735
50.84_198.0618m/z,0.06296363738971412,3354.022072685359,1.0,0.006000280602983188,0.06296363738972767,1.0
196.98_198.0582m/z,0.049436993537507905,-43196.07431741393,1.0,0.006697141331272638,0.04943699353751588,1.0
167.1_198.0648m/z,0.019405161972100807,2797.3640410819025,0.5935728405348404,0.009466869871514905,0.019405161972104873,0.5935728405349648
105.86_198.0634m/z,0.5058332755502742,297.2509105409947,1.0,0.0007702456934016721,0.5058332755501911,1.0
157.03_198.0691m/z,0.8704065795071385,1104.2320780862137,1.0,4.6326731156787204e-05,0.8704065795071483,1.0
137.96_198.0695m/z,0.08274551036163595,4649.044268317294,1.0,0.005225863198893177,0.08274551036165119,1.0
90.38_198.0743m/z,0.2471628328339334,1973.5482287906063,1.0,0.0023284750959600142,0.24716283283396406,1.0
142.21_198.0758m/z,2.1004574588854654e-21,7641.6382906318195,5.639511379527613e-18,0.14537177229141185,2.1004574588858814e-21,5.63951137952873e-18
329.19_198.084m/z,7.58115805470785e-05,1779.6199914326444,0.006576616003501114,0.0268902243682565,7.581158054709335e-05,0.006576616003502401
129.15_198.0864m/z,0.3787099305938775,-3512.888013855266,1.0,0.0013478898698292552,0.3787099305937368,1.0
41.41_198.0872m/z,0.008038146068311203,45954.04928321124,0.28997772466017935,0.012153474392625596,0.008038146068312501,0.28997772466022614
165.33_198.0985m/z,0.8213737273610364,-63.519722337250265,1.0,8.872695204942271e-05,0.8213737273610059,1.0
292.3_198.1123m/z,0.040028114914759695,906.289033678192,1.0,0.007312883724539643,0.040028114914768896,1.0
53.25_198.1121m/z,0.01600331214864358,498.05006658759754,0.5066891578302947,0.010049258816131279,0.01600331214864674,0.5066891578303947
205.27_198.1311m/z,0.1025817416235738,2115.504292955524,1.0,0.004627965113240262,0.10258174162359211,1.0
186.65_198.13m/z,0.001427192036272362,1263.4848268643332,0.07251830303072909,0.01754710869084597,0.0014271920362726018,0.0725183030307421
215.35_198.1484m/z,0.661436730918997,-357.3149312805467,1.0,0.00033377016293401063,0.6614367309187984,1.0
133.72_198.995m/z,0.6325521191431345,-53.418145368254436,1.0,0.00039785934758163055,0.6325521191430807,1.0
44.63_199.0316m/z,0.0326315034723973,549.0991844414342,0.8915005568748223,0.007914561664430608,0.032631503472402235,0.8915005568749571
60.99_199.0401m/z,0.08384787072400106,-504.10396390584987,1.0,0.005188736729784149,0.08384787072401881,1.0
124.55_199.0575m/z,0.11044610550654092,-1900.9487247679103,1.0,0.0044250363387706715,0.11044610550657069,1.0
40.7_199.0637m/z,0.0939303829158826,-5615.295510360601,1.0,0.004871799338799332,0.09393038291589773,1.0
56.23_199.0706m/z,0.0005542476872651838,12075.998058217405,0.033801199489947406,0.020540950704371452,0.0005542476872652479,0.03380119948995131
157.12_199.0711m/z,0.8615758099466632,119.3085140958941,1.0,5.292181649441119e-05,0.8615758099464293,1.0
333.45_199.075m/z,0.12373955766028145,1045.0784950637915,1.0,0.004115677619903502,0.12373955766030759,1.0
88.51_199.0822m/z,0.1723373938923187,16529.594429829904,1.0,0.003236685255336269,0.17233739389236027,1.0
119.19_199.0827m/z,0.1739390857687905,6139.112210279707,1.0,0.003212688846487066,0.17393908576883887,1.0
41.5_199.0902m/z,0.0015179828466543167,4131.739081301337,0.076322606614601,0.017352711143952315,0.0015179828466545915,0.07632260661461482
180.15_199.0944m/z,0.00014283030309178272,2568.054954464258,0.01109138437741259,0.0248630858308182,0.00014283030309179915,0.011091384377413865
341.95_199.0939m/z,0.10532930593624043,6809.406560893731,1.0,0.004555190361589689,0.10532930593626674,1.0
194.72_199.094m/z,5.795241501795588e-21,7473.49591334693,1.4474069770885696e-17,0.14237988874524232,5.795241501796609e-21,1.4474069770888248e-17
254.79_199.0964m/z,0.0022396199538618307,8686.287953085393,0.10318572815670882,0.016129559463075926,0.002239619953861901,0.10318572815671206
282.67_199.0964m/z,6.771859768788465e-06,2720.2380775876704,0.0009045643882067963,0.03464509486447109,6.771859768789656e-06,0.0009045643882069554
305.2_199.0964m/z,0.6120278102056809,640.6046285646376,1.0,0.0004476499621204333,0.6120278102056431,1.0
165.11_199.1021m/z,0.08447616370190117,219.13913509682035,1.0,0.005167810988469745,0.08447616370191408,1.0
80.4_199.1076m/z,0.9597392964826286,-67.98889494881072,1.0,4.435680713621437e-06,0.9597392964822864,1.0
121.65_199.1075m/z,0.012382735233083739,20161.5576816219,0.41070247602209503,0.010829050608623714,0.012382735233086306,0.4107024760221802
134.81_199.1072m/z,0.6691023043780452,1847.9178096105975,1.0,0.0003178848954245028,0.6691023043778981,1.0
104.5_199.107m/z,0.06223407869037907,7321.462784769868,1.0,0.006033631987962029,0.06223407869039982,1.0
60.51_199.1077m/z,0.08751318699003317,3112.2090816927903,1.0,0.005068973121579279,0.0875131869900409,1.0
185.36_199.1436m/z,0.0017947562908968444,6048.359093202403,0.08678496732666013,0.01682537011065477,0.0017947562908972108,0.08678496732667786
257.16_199.1434m/z,0.3706543597690405,600.4359622394245,1.0,0.001394099871200205,0.37065435976891614,1.0
129.87_200.0351m/z,0.12267149807642208,909.7067400889199,1.0,0.004139146631932378,0.12267149807644522,1.0
148.4_200.0354m/z,0.298393544823869,-2241.82541164671,1.0,0.0018804912826454467,0.29839354482390446,1.0
127.68_200.0553m/z,0.16831336315944492,23870.86125976192,1.0,0.0032981186191920475,0.16831336315946246,1.0
83.59_200.055m/z,0.5912167745055613,916.6235059244653,1.0,0.00050195915310558,0.5912167745055901,1.0
142.24_200.0715m/z,0.6500067129198603,2569.431424514317,1.0,0.0003583197371285207,0.6500067129198434,1.0
122.48_200.0711m/z,0.08048602088338887,3184.539152588436,1.0,0.005303653661826502,0.08048602088341353,1.0
149.68_200.0917m/z,0.14690519823774761,1526.0025331031115,1.0,0.0036557800437228005,0.14690519823777473,1.0
133.52_200.0915m/z,0.041912768279234854,-4221.530146759614,1.0,0.007178150716803722,0.04191276827924449,1.0
115.17_200.0913m/z,5.583718714137262e-12,53170.24141688895,3.22402326045589e-09,0.07930712065350132,5.583718714138143e-12,3.224023260456399e-09
45.16_200.0919m/z,0.14922930113899757,2017.2754227749053,1.0,0.0036141839562044975,0.1492293011390145,1.0
83.46_200.1021m/z,0.4956774228595896,1494.6778732621083,1.0,0.0008076435036767915,0.49567742285949556,1.0
54.96_200.1027m/z,0.1773016210139116,870.8541019064704,1.0,0.0031631274109454877,0.17730162101394872,1.0
165.38_200.1054m/z,0.7887476417206978,100.0400977004697,1.0,0.00012495359765041236,0.7887476417204189,1.0
225.34_200.1068m/z,0.06953292480312177,22479.966303445934,1.0,0.005717291630596533,0.06953292480313661,1.0
121.67_200.1107m/z,0.025232296891265948,2877.7282846033986,0.7298261418142179,0.008679032569612333,0.025232296891270645,0.7298261418143538
134.83_200.1104m/z,0.5261631944759371,287.6778405076826,1.0,0.0006991389591507469,0.5261631944758226,1.0
39.97_200.1217m/z,0.23946341627529918,1852.3059384573846,1.0,0.0024057164803086284,0.23946341627534598,1.0
128.45_200.1272m/z,0.8585642763600037,302.7828274139418,1.0,5.527431064700217e-05,0.8585642763598927,1.0
372.95_200.1282m/z,0.1414915084534048,-19506.95888204884,1.0,0.003755612900491423,0.14149150845342745,1.0
353.6_200.128m/z,0.41021030198325326,1464.2014080411675,1.0,0.0011797922797499583,0.4102103019831488,1.0
423.18_200.128m/z,0.03253698205480711,-2172.9768937682647,0.889370699731438,0.00792314258865534,0.03253698205481636,0.8893706997316909
288.86_200.1278m/z,0.02913656096036164,2485.9869596958124,0.8185054405131773,0.008250410460041269,0.029136560960369172,0.8185054405133889
185.42_200.1467m/z,0.006445597468085156,630.9185448531186,0.2423752337212911,0.012834759829118747,0.00644559746808688,0.24237523372135072
165.11_200.2147m/z,0.7710236911822765,0.09850879163938364,1.0,0.00014742515087406982,0.7710236911824201,1.0
165.09_200.3288m/z,0.7972929606999476,0.07789797209838707,1.0,0.00011482885989122504,0.7972929606996664,1.0
119.02_200.9768m/z,0.8440345283640908,232.22443252972354,1.0,6.73690829419149e-05,0.8440345283640239,1.0
139.54_200.985m/z,0.0018086781702350808,5831.52858251552,0.08726170924050179,0.01680106241388657,0.001808678170235351,0.08726170924051482
94.53_201.0206m/z,0.02125645325033736,4690.403205951489,0.6386672937541527,0.009192712300217343,0.021256453250343546,0.63866729375432
133.19_201.0214m/z,0.6153581819190999,825.6183769312025,1.0,0.0004393215005676909,0.6153581819189486,1.0
169.24_201.0328m/z,0.01353985105348757,2779.3201389793403,0.44104460934911677,0.010556872187410637,0.0135398510534905,0.44104460934921225
43.92_201.0367m/z,0.7330630000799221,-448.4729347805412,1.0,0.0002024472534478683,0.7330630000799045,1.0
443.41_201.0465m/z,0.6332510400770319,-7641.426912158744,1.0,0.00039622740951206215,0.633251040076825,1.0
460.33_201.0466m/z,0.21266457052004697,-38970.55546440153,1.0,0.002699904630446226,0.2126645705200938,1.0
421.13_201.0544m/z,0.3225884784678531,1374.6314829755784,1.0,0.0017016356965763313,0.3225884784677251,1.0
411.67_201.0544m/z,0.03376038062558486,4484.184786695554,0.9155872304342725,0.007814034476201215,0.03376038062559124,0.9155872304344455
127.68_201.0587m/z,0.15533167816662627,2297.1395087165206,1.0,0.0035083550234469296,0.15533167816666252,1.0
115.01_201.0737m/z,0.03553097311161712,8237.697842283069,0.9504059158450692,0.007663211797008906,0.035530973111624654,0.9504059158452708
142.21_201.0738m/z,0.5052829443559466,352.3862299825032,1.0,0.0007722394103342189,0.5052829443559295,1.0
164.49_201.0738m/z,0.4414035151450051,1484.1610098045207,1.0,0.001031027328371903,0.44140351514488285,1.0
95.13_201.0864m/z,0.006681736290113085,1268.7394895870725,0.24899058943858363,0.012723551648504139,0.006681736290114014,0.24899058943861824
81.86_201.0868m/z,0.01850032274875341,14153.377169947587,0.5712645911308429,0.009610846376410076,0.01850032274875669,0.5712645911309443
200.12_201.0998m/z,0.5830693894161367,-1021.3956225759738,1.0,0.0005243160832423266,0.5830693894161222,1.0
225.33_201.1101m/z,0.055232411223133014,3329.7102635519477,1.0,0.006376541267739455,0.055232411223136074,1.0
241.15_201.112m/z,0.3585598552913013,1907.8076093075183,1.0,0.001466166181880224,0.3585598552911714,1.0
152.59_201.1227m/z,0.05111572604712997,2830.8048979410064,1.0,0.006600356460718437,0.05111572604714094,1.0
116.69_201.1228m/z,0.011457890307016322,1314.1942130720856,0.3859881092709755,0.011066033377973628,0.01145789030701933,0.3859881092710768
52.92_201.1232m/z,0.038941740572699286,1549.777204548117,1.0,0.007393599408294538,0.038941740572705066,1.0
71.05_201.1232m/z,0.009252050325926945,4608.448517721088,0.3252947249274031,0.011721029001435013,0.009252050325928442,0.3252947249274764
249.48_201.1269m/z,0.9025384013294958,-269.52498324169153,1.0,2.6101153308699665e-05,0.9025384013293989,1.0
372.96_201.1303m/z,0.2722564386793247,-1733.196320181344,1.0,0.002095872187950598,0.27225643867938737,1.0
191.53_201.1594m/z,0.9278313590251657,1028.009247690306,1.0,1.4279420215146388e-05,0.9278313590251259,1.0
46.32_201.1596m/z,0.056694668999318805,19345.815682249973,1.0,0.006301259278039373,0.05669466899932973,1.0
112.8_201.1594m/z,0.8968010623585472,122.2746580786089,1.0,2.9282383170792237e-05,0.8968010623588427,1.0
378.53_201.1635m/z,0.0005326746790762771,5140.268478250466,0.03270843929630984,0.02066705864561813,0.0005326746790763501,0.03270843929631431
433.37_201.1635m/z,0.00014921048971849787,6350.797359377527,0.011515441045541919,0.024723383482708416,0.000149210489718534,0.011515441045544951
40.67_202.0166m/z,0.007482997384701652,1463.182123602925,0.2735340404103885,0.01237397974145571,0.007482997384703535,0.2735340404104573
178.85_202.0451m/z,0.1284982960915716,-3030.172689051635,1.0,0.004013771462968219,0.12849829609160554,1.0
215.68_202.0475m/z,0.18874200892764662,33980.53696546941,1.0,0.0030022881313408467,0.1887420089276996,1.0
145.29_202.0454m/z,0.001736003793859044,1406.9049944927604,0.08447650064649974,0.016930094851769106,0.0017360037938592727,0.08447650064651087
460.16_202.0498m/z,0.16833590334495513,-8814.607022001235,1.0,0.0032977698404178524,0.1683359033450021,1.0
443.2_202.0496m/z,0.37809720029219307,-4525.582573649533,1.0,0.0013513561290393605,0.3780972002921513,1.0
143.22_202.0695m/z,0.44683560451012017,380.4082006929255,1.0,0.0010067443035022272,0.44683560450993365,1.0
202.89_202.0709m/z,0.030156429602442726,3370.5643205324495,0.8403414578857303,0.008148254355736517,0.030156429602449304,0.8403414578859136
252.15_202.0712m/z,0.23677372523084825,5971.066332550286,1.0,0.00243341339329628,0.2367737252309158,1.0
359.61_202.0775m/z,0.5592478243884034,934.9439782314533,1.0,0.0005933975786032164,0.5592478243884718,1.0
217.8_202.086m/z,0.00044420593564929744,1543.8595829772648,0.028169392129611955,0.02124436602702151,0.0004442059356493925,0.028169392129616593
81.85_202.0846m/z,0.0766215560558575,581.3868520488783,1.0,0.005442304564316047,0.0766215560558736,1.0
47.91_202.1071m/z,0.8602079015461057,678.5632370698048,1.0,5.3983836717175215e-05,0.8602079015462256,1.0
141.49_202.107m/z,0.6210490244882381,-1308.757150161515,1.0,0.00042531564981884706,0.6210490244881207,1.0
233.39_202.1071m/z,0.1009472778324983,1268.3873784982188,1.0,0.004672273720629838,0.1009472778325145,1.0
219.52_202.122m/z,0.10750055090653564,2987.5546433965133,1.0,0.004499133471552175,0.10750055090655508,1.0
412.75_202.1437m/z,0.1952600875110734,-8506.616777592793,1.0,0.0029156292338557988,0.19526008751111482,1.0
141.0_202.1434m/z,0.3360412422814715,1408.554278088044,1.0,0.0016096266905599732,0.33604124228130927,1.0
285.77_202.1435m/z,0.21414476751310293,9554.633803950195,1.0,0.002682524872881231,0.21414476751316108,1.0
322.62_202.1586m/z,0.378423707380519,-9292.721452234871,1.0,0.0013495080720815622,0.3784237073804416,1.0
46.31_202.1624m/z,0.05064459205820041,2205.254249933999,1.0,0.006627176879567487,0.05064459205821256,1.0
191.46_202.1623m/z,0.8675094536904666,218.65903890257368,1.0,4.8440682906658594e-05,0.8675094536903311,1.0
90.09_203.0005m/z,0.1760224032227933,297.2082044948353,1.0,0.003181853786156874,0.17602240322283685,1.0
171.57_203.0289m/z,0.7413407877116562,-512.265858580915,1.0,0.00018962806095690343,0.7413407877115903,1.0
130.45_203.0345m/z,0.3524907625697028,435.69157949272704,1.0,0.0015036025675029263,0.35249076256956313,1.0
182.53_203.0428m/z,0.000584475810647672,17324.197919284245,0.03536354247680899,0.020372318599616746,0.000584475810647779,0.03536354247681547
460.24_203.0438m/z,0.16872854796431852,-20518.181725801387,1.0,0.0032917027528905907,0.16872854796438058,1.0
443.22_203.0436m/z,0.3670426124281595,-10318.325181353031,1.0,0.001415276089879458,0.36704261242813785,1.0
215.65_203.0505m/z,0.17665936317935627,3550.687294151503,1.0,0.0031725098691911535,0.17665936317939465,1.0
374.36_203.0655m/z,0.02175090705243918,-18608.721377020996,0.6499603716434876,0.009123652591020437,0.02175090705244163,0.6499603716435608
222.45_203.0814m/z,0.005457930650202414,1716.4053172440874,0.2115358052216919,0.013349749452521098,0.005457930650203926,0.21153580522173662
120.18_203.0816m/z,0.8012854442411328,233.4862168614357,1.0,0.00011025455475710544,0.8012854442406088,1.0
168.51_203.091m/z,0.11626740118789339,2431.9082049260674,1.0,0.004284777207075208,0.11626740118791914,1.0
283.44_203.0911m/z,0.3921738092451045,-1163.2319252733848,1.0,0.001273672089097455,0.39217380924497924,1.0
42.49_203.1023m/z,1.5882355467548285e-07,4941.376719473024,3.6524611893366235e-05,0.04670481173224006,1.5882355467550617e-07,3.65246118933716e-05
88.57_203.1022m/z,0.8328660388542872,83.67599581032616,1.0,7.751216771989533e-05,0.8328660388543346,1.0
318.03_203.1098m/z,0.016502506335136814,12774.541572923345,0.5200413782502294,0.009956230138518984,0.016502506335140367,0.5200413782503414
124.12_203.1175m/z,0.8363497416278232,-256.4592628471767,1.0,7.426879310845624e-05,0.8363497416277691,1.0
153.82_203.1186m/z,0.004919642931384651,4551.009661173995,0.19543613013153932,0.013671966181382111,0.004919642931385934,0.19543613013156894
219.57_203.1253m/z,0.37565665923339464,-4522.218542109584,1.0,0.0013652411917614016,0.375656659233255,1.0
257.71_203.1276m/z,7.6196819472393765e-06,2551.642029546088,0.0009931096701080728,0.03426589880135156,7.6196819472406115e-06,0.000993109670108234
311.08_203.1278m/z,9.481181630445613e-06,3384.22423099685,0.001179715724911505,0.03356332753584346,9.481181630447646e-06,0.0011797157249117001
57.98_203.1391m/z,0.4418887994655817,55558.69711495326,1.0,0.0010288392573255534,0.44188879946545834,1.0
412.73_203.1465m/z,0.3946589668949283,-685.1043092345503,1.0,0.0012603694549381261,0.3946589668948278,1.0
37.95_203.1508m/z,0.01312277008472545,274532.1148691357,0.4304616077350983,0.010652131203776283,0.013122770084728556,0.4304616077352002
46.94_203.1749m/z,0.3774538135408796,2439.2980113127956,1.0,0.0013550043284696889,0.37745381354074736,1.0
396.13_203.1791m/z,0.8687747357256658,-184.30556838014257,1.0,4.751148339932065e-05,0.86877473572571,1.0
58.16_203.1807m/z,0.8459273950854973,101.36556426631559,1.0,6.572320319020442e-05,0.8459273950854966,1.0
58.09_203.2493m/z,0.1234800970137964,3629.111894966189,1.0,0.004121358203783232,0.1234800970138162,1.0
37.89_203.2612m/z,0.005438224508704065,14749.220290947007,0.2110743945582106,0.013360964873499803,0.005438224508704531,0.21107439455822866
37.96_203.3763m/z,9.666508433868808e-05,7525.319321771292,0.00802274403749352,0.026112058665903604,9.666508433870415e-05,0.008022744037494854
78.6_204.0321m/z,1.4078529477571985e-05,2516.294432135431,0.0016633398402296955,0.03229285694085038,1.4078529477574396e-05,0.0016633398402299804
53.93_204.0378m/z,0.0022511196402460317,942.0820148729691,0.1035378805788847,0.0161134861648915,0.002251119640246353,0.10353788057889948
460.12_204.0469m/z,0.17084839302330118,-2576.9376233093158,1.0,0.003259223921166843,0.17084839302330676,1.0
105.65_204.049m/z,0.015771125556662546,-1129.234834749177,0.5000749165705042,0.010093549670113555,0.015771125556666044,0.5000749165706151
145.31_204.0609m/z,0.000270981036708203,3237.496001121501,0.018787762466092348,0.022818314512201954,0.0002709810367082609,0.018787762466096362
84.22_204.0621m/z,4.473033701498735e-08,8039.42072390782,1.1838194871199365e-05,0.05076793334273355,4.4730337014997336e-08,1.1838194871201611e-05
234.39_204.0632m/z,0.09873630595824193,-7559.365194264861,1.0,0.004733471343553397,0.09873630595826817,1.0
155.72_204.0629m/z,0.014237570983931962,-5688.062986884177,0.46118688131575175,0.010404051134680459,0.014237570983934569,0.4611868813158879
107.06_204.0652m/z,0.0001170230688242893,2223.25475706396,0.009364973345728373,0.025500435335199967,0.00011702306882430262,0.009364973345729439
129.13_204.0659m/z,0.17604911069635112,937.9523444337831,1.0,0.003181461218624282,0.17604911069635956,1.0
121.31_204.0678m/z,1.280587957738631e-06,3469.6112333746505,0.00021642483533354867,0.03999974404450757,1.2805879577388413e-06,0.00021642483533359638
183.08_204.0686m/z,0.0002478081304533816,8576.092994917972,0.017371781751630292,0.02310341372676039,0.0002478081304534352,0.01737178175163405
265.25_204.0687m/z,0.31087999534446614,2622.814745729667,1.0,0.0017859280561874913,0.3108799953445444,1.0
58.2_204.0758m/z,0.015763541875234658,1116.996470686143,0.4999820692153596,0.010095007574396186,0.01576354187523776,0.49998206921545796
297.23_204.0779m/z,0.6808989902326561,196.89641826232878,1.0,0.0002943266413010237,0.6808989902328326,1.0
42.29_204.0867m/z,0.014497221415703946,8046.068883053943,0.4678310395205405,0.010349133540484612,0.014497221415707594,0.46783103952065824
138.68_204.0866m/z,0.1298122248343066,2352.704082966134,1.0,0.003986371105622499,0.1298122248343319,1.0
112.14_204.0864m/z,0.1132035443587202,2516.7784672985103,1.0,0.004357610200728668,0.11320354435874701,1.0
480.91_204.0866m/z,0.06386153540955722,-7384.380789781022,1.0,0.005959793076070752,0.0638615354095671,1.0
369.83_204.0866m/z,1.6333083259864501e-12,13012.372819155189,1.0441105229712006e-09,0.0831625384008231,1.6333083259868225e-12,1.0441105229714386e-09
168.63_204.0873m/z,0.13608924616823703,11134.859111359723,1.0,0.0038595983157172498,0.13608924616825865,1.0
107.95_204.1013m/z,0.25738468573489187,2391.4217593585113,1.0,0.002230353330000545,0.25738468573492296,1.0
241.02_204.1101m/z,0.6066322952231304,-522.2194094212094,1.0,0.0004613523037872991,0.6066322952229908,1.0
318.03_204.1127m/z,0.01338958352944949,1523.6120655203306,0.43787635981113165,0.010590841398426365,0.01338958352945212,0.4378763598112177
266.76_204.1228m/z,5.627504036244631e-06,6282.911227029649,0.0007748342169033483,0.03524019857192617,5.6275040362459146e-06,0.000774834216903525
185.15_204.1226m/z,0.00015513505773461715,3626.36692060953,0.011807841543604437,0.024598925283320416,0.0001551350577346403,0.0118078415436062
58.22_204.1249m/z,1.8950101762227967e-05,750284.8575876964,0.0021266067462861085,0.031338231594544186,1.8950101762231345e-05,0.0021266067462864875
86.92_204.134m/z,0.9387762445170096,1860.5925611953767,1.0,1.0268832784099402e-05,0.9387762445168165,1.0
51.39_204.1417m/z,0.34991673155128433,7051.633205945508,1.0,0.0015197468200937037,0.34991673155113623,1.0
173.55_204.159m/z,0.0015793007314850126,4171.677617690213,0.07847344076350524,0.017227950905897793,0.0015793007314853515,0.07847344076352233
334.14_204.1745m/z,0.7387952713715379,-149.3365377863061,1.0,0.00019352050409748855,0.7387952713715789,1.0
46.9_204.178m/z,0.41696766630902626,250.9505019768574,1.0,0.001146158383095175,0.4169676663089251,1.0
58.2_204.1888m/z,0.07112060024752981,4028.301961966762,1.0,0.005653174401184513,0.0711206002475616,1.0
58.18_204.2348m/z,0.0007813183452273619,42529.468763793586,0.045259095499196926,0.01945162540751455,0.000781318345227541,0.0452590954992073
209.74_205.0445m/z,0.70461597775225,574.248170625481,1.0,0.00025012420820169634,0.7046159777521791,1.0
82.41_205.0503m/z,0.08768093509044685,-856.6996858335415,1.0,0.005063622232859943,0.08768093509046701,1.0
127.56_205.0581m/z,0.00010909344054949578,2757.0791074124136,0.008829076794609685,0.025724940305162036,0.00010909344054950708,0.008829076794610601
321.2_205.0857m/z,0.10427564290918688,-3012.440203919638,1.0,0.004582850886605594,0.10427564290922525,1.0
292.57_205.0887m/z,0.07062238917596457,1540.8643238338288,1.0,0.00567312834150524,0.07062238917597727,1.0
197.16_205.0963m/z,0.028254466263144522,9264.109384011792,0.7987399242110147,0.008341807013142022,0.028254466263146153,0.7987399242110608
165.32_205.0973m/z,2.9882229575545834e-16,334241.82715679513,4.584611469116207e-13,0.10978581387216257,2.9882229575551943e-16,4.584611469117144e-13
54.93_205.1001m/z,9.094524414619111e-08,7379.902718931934,2.229941455146895e-05,0.04849341673193863,9.0945244146206e-08,2.22994145514726e-05
41.74_205.1182m/z,0.8225635055348324,677.3316745785634,1.0,8.752902324948852e-05,0.8225635055348581,1.0
349.31_205.1221m/z,0.0002781232367315233,2703.632384941567,0.01919619976976094,0.022735367343827084,0.00027812323673157875,0.019196199769764766
327.41_205.1222m/z,0.6495743065425825,9196.002815579217,1.0,0.00035926905307759327,0.6495743065425841,1.0
398.24_205.1222m/z,0.9300582571483189,859.9030709699476,1.0,1.3409554213028585e-05,0.9300582571489147,1.0
337.46_205.1221m/z,0.520917883732244,1521.2891633136414,1.0,0.0007170194621400894,0.5209178837320478,1.0
58.18_205.1265m/z,0.00025756382497455074,133129.37892524034,0.01791534387263195,0.02298025378615076,0.0002575638249746049,0.017915343872635717
86.98_205.1366m/z,0.8566528913020871,408.29527442568804,1.0,5.6794798971471216e-05,0.8566528913020636,1.0
165.32_205.1375m/z,0.017621603106014506,647.323750869887,0.548229254883892,0.009757782733326836,0.017621603106018242,0.5482292548840082
51.41_205.144m/z,0.38967440585240254,661.2085238568337,1.0,0.0012871733556567566,0.389674405852264,1.0
392.01_205.1585m/z,0.005419197373632288,3248.924395057238,0.21056418741936037,0.013371833116629372,0.005419197373633222,0.21056418741939667
79.42_206.0119m/z,1.9751002082546027e-05,19809.572000350337,0.0021958344125186835,0.031205276231356383,1.9751002082548087e-05,0.0021958344125189125
190.76_206.027m/z,0.8757936715651304,44.40416413052894,1.0,4.252446533026255e-05,0.8757936715651321,1.0
103.51_206.0423m/z,0.3912544452642721,5904.6099293228235,1.0,0.0012786239575333092,0.391254445264141,1.0
144.81_206.0425m/z,0.02324446965917631,9068.979548048968,0.6835597016746318,0.008924493245976217,0.023244469659181904,0.6835597016747963
204.83_206.0426m/z,0.4873112629918348,2343.415839027937,1.0,0.0008394339215407332,0.48731126299171446,1.0
168.34_206.0447m/z,3.7508584481098843e-06,28228.154729192673,0.0005465762611547819,0.03654453035279259,3.750858448110807e-06,0.0005465762611549164
92.89_206.066m/z,0.00043000804030496136,4666.159097085453,0.02740717352402482,0.021347686497631968,0.00043000804030503064,0.027407173524029237
264.42_206.0787m/z,0.0353545758633081,-13646.08277910175,0.9478121358600465,0.007677882103112599,0.035354575863315064,0.9478121358602334
319.26_206.0813m/z,0.13595050761107724,-29430.347355869166,1.0,0.003862329314430757,0.13595050761111602,1.0
204.84_206.0839m/z,0.008581979283116268,4155.448069042281,0.30620236787034316,0.01195203247434029,0.008581979283117977,0.3062023678704041
294.86_206.081m/z,0.005124652953107594,5297.664942661441,0.2014787788157019,0.01354520826016059,0.005124652953108609,0.20147877881575263
194.5_206.0808m/z,0.20080435244270806,15002.212309218301,1.0,0.0028445343128148393,0.20080435244272907,1.0
41.04_206.0852m/z,0.08985528121643689,3369.0207672009765,1.0,0.004995248837227795,0.08985528121644398,1.0
165.31_206.1001m/z,3.7941245774087314e-16,39812.72196359443,5.581826137640712e-13,0.10905619066434535,3.794124577409323e-16,5.581826137641582e-13
44.17_206.1018m/z,0.30521456149585463,-5622.763906006572,1.0,0.0018282143197039247,0.30521456149590814,1.0
93.79_206.1019m/z,0.8733265162706684,189.66894412564668,1.0,4.4245091764594235e-05,0.8733265162711369,1.0
176.27_206.1023m/z,0.0003204841736563065,21493.248386907548,0.021498236412462613,0.022283539531971597,0.00032048417365636013,0.02149823641246621
76.31_206.1019m/z,0.6202705780570723,137.98465688973474,1.0,0.0004272148149182531,0.6202705780570332,1.0
110.05_206.1019m/z,0.0007300077762353818,1307.9721726500381,0.04274799339323334,0.019666917153075447,0.0007300077762355866,0.04274799339324533
290.92_206.1173m/z,0.8786878003746014,1387.2772933023812,1.0,4.0550587404708516e-05,0.8786878003748473,1.0
260.34_206.1204m/z,0.022789506235742177,746.0101966266269,0.6731294934151482,0.00898372586299423,0.022789506235745487,0.6731294934152459
58.18_206.1279m/z,0.0004676207311602309,14166.335739927386,0.029420348580708213,0.021081019534479717,0.0004676207311603233,0.029420348580714024
87.09_206.1384m/z,0.7986904205490706,58.90279408013783,1.0,0.00011321648854401012,0.7986904205490098,1.0
